amfi_code,kyc_status,transaction_type,amount,state,city,date
100003,Not Verified,Lumpsum,50000,West Bengal,Ahmedabad,2023-11-27
100004,Not Verified,Sip,10000,Delhi,Chennai,2023-11-27
100001,Not Verified,Sip,1000,Maharashtra,Chennai,2023-11-27
100005,Not Verified,Sip,500,Tamil Nadu,Ahmedabad,2023-11-27
100003,Verified,Sip,500,Tamil Nadu,Kolkata,2023-11-28
100005,Not Verified,Sip,2000,Maharashtra,Delhi,2023-11-28
100004,Pending,Redemption,5000,Karnataka,Kolkata,2023-11-28
100004,Pending,Redemption,25000,Gujarat,Ahmedabad,2023-11-28
100004,Verified,Sip,1000,West Bengal,Chennai,2023-11-28
100002,Pending,Sip,2000,Tamil Nadu,Mumbai,2023-11-28
100002,Not Verified,Redemption,25000,West Bengal,Ahmedabad,2023-11-29
100003,Pending,Sip,10000,West Bengal,Delhi,2023-11-29
100002,Pending,Sip,2000,West Bengal,Mumbai,2023-11-29
100003,Verified,Sip,2000,Tamil Nadu,Kolkata,2023-11-29
100001,Not Verified,Redemption,1000,Karnataka,Kolkata,2023-11-29
100003,Verified,Lumpsum,10000,West Bengal,Kolkata,2023-11-29
100002,Pending,Sip,10000,Karnataka,Chennai,2023-11-29
100004,Verified,Sip,10000,Karnataka,Kolkata,2023-11-29
100001,Pending,Sip,2000,Delhi,Bangalore,2023-11-30
100003,Not Verified,Redemption,25000,Tamil Nadu,Bangalore,2023-11-30
100003,Pending,Sip,5000,West Bengal,Bangalore,2023-11-30
100001,Not Verified,Sip,1000,Karnataka,Chennai,2023-12-01
100002,Not Verified,Sip,2000,Karnataka,Kolkata,2023-12-01
100001,Pending,Sip,500,Gujarat,Ahmedabad,2023-12-01
100004,Not Verified,Lumpsum,25000,Gujarat,Delhi,2023-12-02
100005,Pending,Sip,5000,Maharashtra,Chennai,2023-12-02
100001,Not Verified,Sip,500,Karnataka,Kolkata,2023-12-02
100002,Verified,Sip,500,Karnataka,Mumbai,2023-12-02
100004,Pending,Sip,2000,Karnataka,Bangalore,2023-12-03
100004,Verified,Sip,10000,West Bengal,Chennai,2023-12-03
100002,Verified,Sip,5000,Delhi,Mumbai,2023-12-04
100005,Verified,Sip,1000,Gujarat,Ahmedabad,2023-12-04
100004,Pending,Sip,5000,Gujarat,Delhi,2023-12-04
100003,Pending,Lumpsum,5000,Maharashtra,Mumbai,2023-12-04
100004,Pending,Sip,5000,Karnataka,Mumbai,2023-12-05
100003,Pending,Redemption,25000,Gujarat,Ahmedabad,2023-12-05
100005,Pending,Redemption,5000,Delhi,Ahmedabad,2023-12-05
100003,Not Verified,Lumpsum,5000,Gujarat,Delhi,2023-12-05
100005,Verified,Sip,10000,Tamil Nadu,Chennai,2023-12-05
100004,Verified,Sip,1000,Gujarat,Kolkata,2023-12-06
100005,Verified,Redemption,5000,Tamil Nadu,Kolkata,2023-12-06
100004,Pending,Lumpsum,10000,Karnataka,Delhi,2023-12-06
100004,Verified,Lumpsum,5000,West Bengal,Delhi,2023-12-06
100003,Verified,Sip,10000,Tamil Nadu,Delhi,2023-12-07
100005,Verified,Redemption,25000,West Bengal,Ahmedabad,2023-12-07
100003,Pending,Sip,10000,Maharashtra,Delhi,2023-12-07
100005,Pending,Sip,1000,Karnataka,Kolkata,2023-12-07
100004,Pending,Lumpsum,10000,Delhi,Delhi,2023-12-07
100001,Pending,Lumpsum,5000,Tamil Nadu,Kolkata,2023-12-07
100004,Pending,Sip,1000,Maharashtra,Kolkata,2023-12-07
100003,Pending,Redemption,1000,Karnataka,Delhi,2023-12-07
100002,Pending,Sip,500,Maharashtra,Ahmedabad,2023-12-08
100002,Pending,Lumpsum,5000,Delhi,Delhi,2023-12-08
100001,Not Verified,Sip,10000,Maharashtra,Delhi,2023-12-08
100005,Not Verified,Lumpsum,50000,Delhi,Mumbai,2023-12-08
100005,Pending,Redemption,25000,West Bengal,Kolkata,2023-12-08
100002,Verified,Lumpsum,100000,West Bengal,Bangalore,2023-12-08
100001,Verified,Sip,5000,Maharashtra,Ahmedabad,2023-12-09
100002,Not Verified,Sip,10000,West Bengal,Ahmedabad,2023-12-09
100005,Not Verified,Redemption,25000,Gujarat,Delhi,2023-12-09
100004,Pending,Sip,5000,West Bengal,Chennai,2023-12-09
100004,Pending,Sip,1000,Tamil Nadu,Ahmedabad,2023-12-09
100003,Verified,Lumpsum,5000,Karnataka,Kolkata,2023-12-09
100001,Verified,Sip,1000,Maharashtra,Bangalore,2023-12-10
100002,Pending,Sip,500,West Bengal,Bangalore,2023-12-10
100004,Pending,Lumpsum,5000,West Bengal,Kolkata,2023-12-10
100003,Pending,Redemption,1000,Tamil Nadu,Ahmedabad,2023-12-10
100005,Verified,Sip,1000,Gujarat,Chennai,2023-12-10
100001,Pending,Sip,500,West Bengal,Delhi,2023-12-11
100002,Pending,Sip,2000,Tamil Nadu,Kolkata,2023-12-11
100004,Verified,Redemption,10000,Delhi,Ahmedabad,2023-12-11
100002,Verified,Sip,2000,Gujarat,Ahmedabad,2023-12-11
100003,Not Verified,Sip,10000,Delhi,Ahmedabad,2023-12-11
100004,Not Verified,Redemption,10000,Tamil Nadu,Delhi,2023-12-11
100005,Verified,Redemption,5000,Tamil Nadu,Bangalore,2023-12-12
100002,Pending,Lumpsum,50000,Delhi,Chennai,2023-12-13
100001,Verified,Redemption,5000,Maharashtra,Bangalore,2023-12-13
100001,Not Verified,Sip,500,Gujarat,Bangalore,2023-12-13
100004,Verified,Sip,10000,West Bengal,Bangalore,2023-12-13
100005,Pending,Sip,2000,West Bengal,Chennai,2023-12-13
100002,Not Verified,Sip,10000,Maharashtra,Bangalore,2023-12-13
100002,Not Verified,Lumpsum,25000,Maharashtra,Kolkata,2023-12-13
100005,Pending,Lumpsum,5000,Gujarat,Delhi,2023-12-14
100002,Verified,Lumpsum,100000,Tamil Nadu,Ahmedabad,2023-12-14
100005,Pending,Redemption,5000,Tamil Nadu,Delhi,2023-12-14
100002,Not Verified,Sip,10000,Tamil Nadu,Mumbai,2023-12-14
100005,Not Verified,Lumpsum,5000,Delhi,Chennai,2023-12-15
100001,Verified,Redemption,5000,Maharashtra,Ahmedabad,2023-12-15
100003,Pending,Sip,500,West Bengal,Kolkata,2023-12-15
100003,Not Verified,Lumpsum,5000,Delhi,Bangalore,2023-12-16
100004,Pending,Lumpsum,50000,Tamil Nadu,Delhi,2023-12-16
100004,Not Verified,Sip,10000,Maharashtra,Bangalore,2023-12-16
100002,Pending,Sip,1000,Maharashtra,Kolkata,2023-12-16
100004,Not Verified,Sip,5000,Karnataka,Delhi,2023-12-16
100004,Not Verified,Sip,2000,Karnataka,Ahmedabad,2023-12-17
100002,Not Verified,Sip,500,Tamil Nadu,Chennai,2023-12-17
100005,Verified,Sip,500,Delhi,Kolkata,2023-12-17
100004,Pending,Sip,1000,West Bengal,Bangalore,2023-12-17
100005,Not Verified,Lumpsum,100000,Gujarat,Bangalore,2023-12-17
100002,Verified,Lumpsum,50000,Karnataka,Delhi,2023-12-17
100002,Not Verified,Sip,1000,Gujarat,Delhi,2023-12-17
100002,Not Verified,Sip,10000,Gujarat,Mumbai,2023-12-17
100005,Not Verified,Sip,1000,Tamil Nadu,Kolkata,2023-12-18
100004,Not Verified,Sip,1000,Tamil Nadu,Mumbai,2023-12-19
100003,Not Verified,Sip,5000,Maharashtra,Kolkata,2023-12-19
100004,Pending,Lumpsum,5000,West Bengal,Kolkata,2023-12-19
100004,Not Verified,Sip,2000,Gujarat,Ahmedabad,2023-12-19
100004,Verified,Lumpsum,50000,Delhi,Chennai,2023-12-20
100002,Not Verified,Lumpsum,25000,Karnataka,Mumbai,2023-12-20
100005,Pending,Sip,1000,West Bengal,Delhi,2023-12-21
100003,Not Verified,Sip,2000,Delhi,Kolkata,2023-12-22
100005,Not Verified,Lumpsum,100000,Tamil Nadu,Kolkata,2023-12-22
100004,Pending,Lumpsum,100000,Karnataka,Kolkata,2023-12-22
100005,Pending,Lumpsum,50000,Tamil Nadu,Chennai,2023-12-22
100001,Verified,Sip,2000,Gujarat,Ahmedabad,2023-12-22
100003,Pending,Lumpsum,50000,Maharashtra,Mumbai,2023-12-23
100005,Verified,Sip,10000,Delhi,Delhi,2023-12-23
100003,Not Verified,Lumpsum,10000,Delhi,Delhi,2023-12-23
100001,Not Verified,Sip,10000,Maharashtra,Ahmedabad,2023-12-23
100001,Not Verified,Sip,1000,West Bengal,Ahmedabad,2023-12-23
100004,Not Verified,Sip,5000,Maharashtra,Chennai,2023-12-23
100001,Not Verified,Sip,2000,Maharashtra,Ahmedabad,2023-12-24
100004,Verified,Sip,1000,West Bengal,Chennai,2023-12-24
100005,Pending,Sip,500,Delhi,Delhi,2023-12-24
100004,Verified,Sip,1000,Tamil Nadu,Ahmedabad,2023-12-24
100002,Verified,Sip,10000,Maharashtra,Kolkata,2023-12-24
100002,Not Verified,Redemption,25000,Tamil Nadu,Bangalore,2023-12-24
100004,Verified,Lumpsum,50000,Delhi,Bangalore,2023-12-24
100002,Pending,Sip,1000,Maharashtra,Mumbai,2023-12-25
100003,Verified,Sip,2000,Gujarat,Bangalore,2023-12-25
100001,Verified,Lumpsum,50000,Maharashtra,Kolkata,2023-12-25
100001,Verified,Sip,5000,West Bengal,Chennai,2023-12-26
100004,Not Verified,Lumpsum,25000,Gujarat,Bangalore,2023-12-26
100002,Not Verified,Lumpsum,10000,Tamil Nadu,Bangalore,2023-12-27
100003,Pending,Sip,5000,Tamil Nadu,Chennai,2023-12-27
100002,Pending,Lumpsum,100000,Maharashtra,Kolkata,2023-12-27
100001,Pending,Lumpsum,10000,West Bengal,Delhi,2023-12-28
100001,Verified,Lumpsum,100000,Maharashtra,Kolkata,2023-12-28
100005,Verified,Sip,10000,Tamil Nadu,Mumbai,2023-12-28
100001,Verified,Sip,10000,West Bengal,Delhi,2023-12-29
100005,Not Verified,Lumpsum,50000,Delhi,Kolkata,2023-12-29
100005,Not Verified,Lumpsum,10000,Maharashtra,Mumbai,2023-12-29
100004,Pending,Lumpsum,25000,Tamil Nadu,Ahmedabad,2023-12-29
100003,Pending,Sip,2000,Tamil Nadu,Chennai,2023-12-30
100002,Verified,Lumpsum,50000,Delhi,Delhi,2023-12-30
100003,Pending,Sip,500,Delhi,Kolkata,2023-12-30
100004,Pending,Lumpsum,25000,Delhi,Ahmedabad,2023-12-30
100004,Not Verified,Sip,1000,Karnataka,Chennai,2023-12-30
100003,Verified,Lumpsum,100000,Gujarat,Chennai,2023-12-31
100002,Verified,Redemption,1000,Gujarat,Ahmedabad,2023-12-31
100003,Verified,Sip,5000,West Bengal,Delhi,2023-12-31
100004,Pending,Sip,5000,Tamil Nadu,Bangalore,2023-12-31
100001,Not Verified,Lumpsum,5000,Maharashtra,Ahmedabad,2023-12-31
100001,Pending,Sip,5000,Tamil Nadu,Chennai,2023-12-31
100003,Not Verified,Sip,10000,Karnataka,Delhi,2024-01-01
100002,Not Verified,Lumpsum,100000,Delhi,Chennai,2024-01-01
100002,Verified,Sip,10000,West Bengal,Bangalore,2024-01-02
100004,Not Verified,Sip,2000,Gujarat,Chennai,2024-01-02
100002,Pending,Sip,2000,West Bengal,Chennai,2024-01-02
100005,Not Verified,Lumpsum,10000,Tamil Nadu,Kolkata,2024-01-02
100005,Pending,Sip,5000,Delhi,Chennai,2024-01-02
100003,Pending,Lumpsum,50000,West Bengal,Mumbai,2024-01-02
100003,Pending,Sip,2000,Maharashtra,Delhi,2024-01-03
100005,Not Verified,Lumpsum,100000,Karnataka,Mumbai,2024-01-03
100004,Not Verified,Lumpsum,25000,Tamil Nadu,Kolkata,2024-01-03
100005,Verified,Lumpsum,25000,Gujarat,Chennai,2024-01-03
100001,Not Verified,Sip,1000,West Bengal,Chennai,2024-01-03
100004,Verified,Sip,10000,Maharashtra,Ahmedabad,2024-01-04
100003,Pending,Sip,1000,Karnataka,Mumbai,2024-01-04
100002,Verified,Sip,500,Gujarat,Ahmedabad,2024-01-04
100003,Verified,Sip,10000,Tamil Nadu,Delhi,2024-01-04
100001,Not Verified,Sip,10000,Delhi,Kolkata,2024-01-04
100004,Not Verified,Lumpsum,100000,Delhi,Chennai,2024-01-04
100004,Not Verified,Lumpsum,5000,Delhi,Ahmedabad,2024-01-05
100003,Verified,Lumpsum,100000,Delhi,Ahmedabad,2024-01-05
100003,Verified,Sip,500,Gujarat,Delhi,2024-01-06
100003,Not Verified,Sip,10000,West Bengal,Kolkata,2024-01-06
100002,Pending,Lumpsum,10000,Gujarat,Chennai,2024-01-06
100003,Pending,Sip,5000,West Bengal,Ahmedabad,2024-01-06
100005,Not Verified,Sip,5000,Tamil Nadu,Mumbai,2024-01-06
100004,Pending,Sip,2000,Gujarat,Delhi,2024-01-06
100001,Verified,Lumpsum,100000,Tamil Nadu,Mumbai,2024-01-06
100005,Not Verified,Sip,500,West Bengal,Kolkata,2024-01-06
100003,Verified,Sip,500,West Bengal,Mumbai,2024-01-06
100001,Not Verified,Lumpsum,10000,Maharashtra,Kolkata,2024-01-06
100004,Verified,Sip,10000,West Bengal,Chennai,2024-01-06
100005,Verified,Sip,1000,Karnataka,Ahmedabad,2024-01-06
100003,Pending,Lumpsum,5000,Gujarat,Delhi,2024-01-06
100005,Verified,Lumpsum,5000,Delhi,Bangalore,2024-01-06
100003,Pending,Sip,10000,Tamil Nadu,Kolkata,2024-01-07
100002,Not Verified,Sip,2000,Delhi,Kolkata,2024-01-07
100003,Verified,Sip,10000,West Bengal,Delhi,2024-01-07
100004,Pending,Redemption,25000,Gujarat,Ahmedabad,2024-01-07
100001,Verified,Sip,1000,Tamil Nadu,Chennai,2024-01-07
100003,Verified,Sip,2000,Gujarat,Chennai,2024-01-07
100002,Not Verified,Lumpsum,10000,Karnataka,Delhi,2024-01-07
100003,Not Verified,Sip,5000,West Bengal,Chennai,2024-01-07
100001,Not Verified,Sip,1000,West Bengal,Chennai,2024-01-08
100001,Verified,Sip,10000,Maharashtra,Mumbai,2024-01-08
100005,Verified,Redemption,1000,Delhi,Mumbai,2024-01-08
100004,Pending,Redemption,5000,Maharashtra,Bangalore,2024-01-08
100004,Not Verified,Sip,2000,West Bengal,Chennai,2024-01-08
100002,Verified,Lumpsum,5000,Gujarat,Bangalore,2024-01-08
100001,Pending,Sip,1000,Gujarat,Delhi,2024-01-08
100003,Not Verified,Lumpsum,50000,Delhi,Mumbai,2024-01-08
100005,Pending,Sip,1000,Karnataka,Delhi,2024-01-08
100001,Not Verified,Redemption,5000,Tamil Nadu,Chennai,2024-01-08
100004,Not Verified,Sip,1000,Gujarat,Ahmedabad,2024-01-09
100002,Pending,Sip,5000,Gujarat,Chennai,2024-01-09
100003,Not Verified,Sip,10000,Gujarat,Chennai,2024-01-10
100003,Verified,Sip,1000,Gujarat,Ahmedabad,2024-01-10
100003,Pending,Sip,5000,Gujarat,Mumbai,2024-01-11
100004,Verified,Sip,5000,Tamil Nadu,Chennai,2024-01-11
100001,Not Verified,Sip,2000,Gujarat,Delhi,2024-01-11
100004,Not Verified,Redemption,1000,Maharashtra,Kolkata,2024-01-11
100003,Verified,Sip,1000,Tamil Nadu,Mumbai,2024-01-11
100002,Pending,Redemption,5000,Gujarat,Mumbai,2024-01-11
100005,Verified,Lumpsum,25000,Tamil Nadu,Chennai,2024-01-12
100002,Verified,Sip,10000,Gujarat,Mumbai,2024-01-12
100004,Pending,Sip,1000,West Bengal,Ahmedabad,2024-01-12
100004,Not Verified,Lumpsum,10000,Gujarat,Ahmedabad,2024-01-12
100002,Verified,Sip,5000,Delhi,Bangalore,2024-01-12
100004,Pending,Lumpsum,25000,Gujarat,Chennai,2024-01-12
100001,Verified,Sip,5000,Tamil Nadu,Bangalore,2024-01-12
100005,Verified,Sip,500,Delhi,Kolkata,2024-01-12
100004,Pending,Sip,5000,West Bengal,Bangalore,2024-01-12
100004,Pending,Sip,5000,Gujarat,Delhi,2024-01-13
100003,Pending,Sip,10000,Maharashtra,Ahmedabad,2024-01-13
100003,Pending,Lumpsum,5000,West Bengal,Mumbai,2024-01-13
100002,Verified,Sip,5000,Delhi,Ahmedabad,2024-01-14
100002,Pending,Sip,500,Tamil Nadu,Ahmedabad,2024-01-14
100002,Verified,Sip,2000,Delhi,Ahmedabad,2024-01-14
100003,Verified,Sip,10000,Maharashtra,Ahmedabad,2024-01-15
100004,Verified,Lumpsum,5000,West Bengal,Kolkata,2024-01-15
100002,Pending,Sip,10000,Gujarat,Chennai,2024-01-16
100004,Pending,Redemption,1000,Gujarat,Ahmedabad,2024-01-16
100001,Verified,Sip,5000,Delhi,Bangalore,2024-01-16
100004,Not Verified,Sip,10000,Karnataka,Chennai,2024-01-16
100001,Pending,Sip,10000,West Bengal,Chennai,2024-01-16
100001,Verified,Lumpsum,10000,Karnataka,Mumbai,2024-01-16
100001,Not Verified,Sip,2000,Gujarat,Kolkata,2024-01-17
100005,Pending,Sip,500,Gujarat,Bangalore,2024-01-17
100001,Verified,Sip,1000,Gujarat,Chennai,2024-01-17
100002,Not Verified,Sip,5000,Karnataka,Kolkata,2024-01-17
100004,Verified,Sip,10000,Karnataka,Chennai,2024-01-17
100002,Not Verified,Sip,10000,Maharashtra,Mumbai,2024-01-17
100005,Pending,Sip,2000,Gujarat,Kolkata,2024-01-18
100002,Not Verified,Lumpsum,100000,Gujarat,Chennai,2024-01-18
100001,Verified,Sip,5000,Karnataka,Kolkata,2024-01-18
100002,Pending,Lumpsum,25000,Maharashtra,Ahmedabad,2024-01-19
100002,Verified,Lumpsum,5000,Tamil Nadu,Chennai,2024-01-19
100003,Not Verified,Lumpsum,50000,Gujarat,Kolkata,2024-01-20
100001,Not Verified,Sip,1000,Tamil Nadu,Kolkata,2024-01-20
100003,Verified,Lumpsum,10000,Tamil Nadu,Chennai,2024-01-20
100001,Verified,Sip,1000,Maharashtra,Bangalore,2024-01-20
100003,Pending,Sip,1000,Tamil Nadu,Mumbai,2024-01-21
100001,Not Verified,Sip,5000,West Bengal,Delhi,2024-01-21
100002,Verified,Sip,500,Delhi,Kolkata,2024-01-22
100002,Verified,Sip,500,West Bengal,Delhi,2024-01-22
100002,Verified,Sip,1000,Maharashtra,Ahmedabad,2024-01-22
100004,Pending,Sip,2000,Delhi,Mumbai,2024-01-22
100002,Verified,Lumpsum,100000,Delhi,Ahmedabad,2024-01-22
100003,Pending,Sip,10000,Karnataka,Chennai,2024-01-23
100004,Not Verified,Sip,5000,Maharashtra,Delhi,2024-01-23
100003,Pending,Sip,1000,Tamil Nadu,Mumbai,2024-01-23
100002,Pending,Sip,5000,Gujarat,Kolkata,2024-01-24
100003,Verified,Lumpsum,100000,Gujarat,Bangalore,2024-01-24
100005,Not Verified,Sip,5000,West Bengal,Bangalore,2024-01-24
100001,Not Verified,Sip,10000,Karnataka,Mumbai,2024-01-24
100002,Not Verified,Lumpsum,5000,Delhi,Bangalore,2024-01-25
100002,Pending,Sip,5000,West Bengal,Kolkata,2024-01-25
100003,Pending,Sip,2000,Maharashtra,Bangalore,2024-01-25
100005,Pending,Sip,2000,Karnataka,Delhi,2024-01-25
100004,Pending,Sip,10000,Gujarat,Kolkata,2024-01-25
100001,Verified,Lumpsum,25000,Gujarat,Bangalore,2024-01-26
100001,Verified,Redemption,10000,Delhi,Delhi,2024-01-26
100001,Pending,Lumpsum,50000,West Bengal,Ahmedabad,2024-01-26
100005,Verified,Sip,2000,West Bengal,Chennai,2024-01-27
100001,Verified,Redemption,25000,Tamil Nadu,Kolkata,2024-01-27
100001,Verified,Lumpsum,100000,West Bengal,Ahmedabad,2024-01-27
100002,Verified,Lumpsum,5000,West Bengal,Ahmedabad,2024-01-27
100002,Verified,Sip,500,Karnataka,Bangalore,2024-01-27
100001,Verified,Sip,10000,Tamil Nadu,Chennai,2024-01-27
100004,Verified,Lumpsum,10000,Gujarat,Ahmedabad,2024-01-27
100005,Not Verified,Redemption,5000,Maharashtra,Mumbai,2024-01-27
100001,Pending,Sip,500,Gujarat,Ahmedabad,2024-01-27
100004,Verified,Sip,5000,Maharashtra,Bangalore,2024-01-28
100001,Verified,Lumpsum,5000,Karnataka,Mumbai,2024-01-28
100001,Pending,Sip,1000,Delhi,Ahmedabad,2024-01-28
100005,Not Verified,Sip,10000,Gujarat,Bangalore,2024-01-28
100004,Not Verified,Sip,1000,West Bengal,Mumbai,2024-01-28
100002,Verified,Redemption,25000,Delhi,Mumbai,2024-01-28
100003,Pending,Sip,5000,Karnataka,Bangalore,2024-01-28
100001,Not Verified,Sip,5000,Maharashtra,Kolkata,2024-01-29
100001,Verified,Lumpsum,25000,Tamil Nadu,Kolkata,2024-01-29
100003,Pending,Redemption,1000,Delhi,Mumbai,2024-01-29
100002,Pending,Sip,1000,Karnataka,Delhi,2024-01-29
100002,Pending,Sip,10000,Karnataka,Chennai,2024-01-29
100005,Pending,Sip,5000,Karnataka,Bangalore,2024-01-30
100004,Not Verified,Lumpsum,25000,Gujarat,Kolkata,2024-01-30
100004,Pending,Lumpsum,5000,Tamil Nadu,Delhi,2024-01-30
100005,Not Verified,Sip,5000,Delhi,Kolkata,2024-01-30
100005,Pending,Sip,1000,West Bengal,Kolkata,2024-01-30
100003,Verified,Sip,2000,Maharashtra,Chennai,2024-01-30
100003,Verified,Sip,2000,Maharashtra,Delhi,2024-01-31
100004,Pending,Lumpsum,50000,Maharashtra,Kolkata,2024-01-31
100001,Verified,Redemption,10000,Tamil Nadu,Chennai,2024-01-31
100002,Not Verified,Sip,500,Tamil Nadu,Chennai,2024-01-31
100004,Verified,Sip,2000,Delhi,Delhi,2024-01-31
100001,Not Verified,Sip,500,Maharashtra,Chennai,2024-02-01
100003,Pending,Lumpsum,25000,Maharashtra,Kolkata,2024-02-01
100002,Pending,Lumpsum,10000,Karnataka,Chennai,2024-02-01
100002,Pending,Sip,1000,West Bengal,Kolkata,2024-02-01
100005,Verified,Sip,2000,Tamil Nadu,Mumbai,2024-02-01
100002,Verified,Sip,1000,Karnataka,Kolkata,2024-02-02
100005,Verified,Sip,1000,West Bengal,Ahmedabad,2024-02-02
100001,Not Verified,Lumpsum,100000,Gujarat,Kolkata,2024-02-02
100001,Verified,Redemption,1000,West Bengal,Bangalore,2024-02-02
100001,Not Verified,Redemption,25000,Gujarat,Mumbai,2024-02-02
100003,Pending,Sip,1000,Tamil Nadu,Ahmedabad,2024-02-02
100004,Verified,Sip,10000,Gujarat,Kolkata,2024-02-02
100003,Verified,Sip,10000,Delhi,Kolkata,2024-02-02
100001,Not Verified,Lumpsum,100000,West Bengal,Ahmedabad,2024-02-03
100005,Verified,Sip,1000,West Bengal,Kolkata,2024-02-03
100004,Pending,Sip,2000,West Bengal,Chennai,2024-02-03
100004,Not Verified,Lumpsum,5000,Delhi,Bangalore,2024-02-03
100004,Verified,Sip,2000,Karnataka,Chennai,2024-02-03
100005,Pending,Lumpsum,10000,Tamil Nadu,Mumbai,2024-02-03
100003,Verified,Lumpsum,100000,West Bengal,Delhi,2024-02-04
100003,Pending,Sip,10000,Karnataka,Bangalore,2024-02-04
100004,Verified,Sip,2000,Maharashtra,Mumbai,2024-02-04
100005,Verified,Lumpsum,25000,Delhi,Ahmedabad,2024-02-05
100005,Verified,Redemption,1000,Tamil Nadu,Delhi,2024-02-05
100005,Verified,Lumpsum,50000,Gujarat,Kolkata,2024-02-05
100002,Verified,Lumpsum,50000,Tamil Nadu,Chennai,2024-02-05
100004,Verified,Sip,10000,Maharashtra,Ahmedabad,2024-02-05
100001,Not Verified,Sip,500,Maharashtra,Delhi,2024-02-05
100002,Not Verified,Sip,500,West Bengal,Mumbai,2024-02-05
100004,Pending,Sip,500,Karnataka,Mumbai,2024-02-05
100005,Not Verified,Redemption,25000,Karnataka,Delhi,2024-02-05
100005,Not Verified,Sip,1000,Delhi,Bangalore,2024-02-07
100004,Not Verified,Sip,500,Tamil Nadu,Mumbai,2024-02-07
100001,Pending,Sip,5000,Karnataka,Ahmedabad,2024-02-07
100002,Not Verified,Sip,1000,Maharashtra,Kolkata,2024-02-07
100004,Not Verified,Redemption,5000,West Bengal,Mumbai,2024-02-08
100001,Verified,Lumpsum,25000,West Bengal,Kolkata,2024-02-08
100001,Not Verified,Sip,2000,Gujarat,Mumbai,2024-02-08
100001,Not Verified,Redemption,5000,Delhi,Kolkata,2024-02-08
100002,Pending,Sip,5000,Delhi,Delhi,2024-02-09
100002,Verified,Sip,10000,Gujarat,Delhi,2024-02-09
100002,Verified,Sip,5000,Tamil Nadu,Bangalore,2024-02-09
100002,Not Verified,Lumpsum,50000,Tamil Nadu,Ahmedabad,2024-02-09
100001,Pending,Sip,10000,Karnataka,Mumbai,2024-02-10
100002,Verified,Sip,500,Karnataka,Kolkata,2024-02-10
100003,Pending,Sip,10000,West Bengal,Mumbai,2024-02-10
100004,Verified,Sip,5000,Gujarat,Ahmedabad,2024-02-11
100005,Pending,Sip,10000,Gujarat,Delhi,2024-02-11
100003,Not Verified,Sip,2000,Maharashtra,Ahmedabad,2024-02-11
100005,Not Verified,Sip,2000,Gujarat,Bangalore,2024-02-12
100001,Verified,Lumpsum,5000,Delhi,Ahmedabad,2024-02-12
100001,Not Verified,Sip,500,Gujarat,Ahmedabad,2024-02-12
100005,Verified,Sip,500,Gujarat,Mumbai,2024-02-12
100001,Verified,Sip,1000,Tamil Nadu,Kolkata,2024-02-13
100005,Pending,Sip,10000,Tamil Nadu,Mumbai,2024-02-13
100005,Not Verified,Redemption,5000,West Bengal,Bangalore,2024-02-14
100005,Pending,Lumpsum,100000,Maharashtra,Ahmedabad,2024-02-14
100001,Not Verified,Sip,2000,Karnataka,Delhi,2024-02-14
100003,Verified,Sip,5000,West Bengal,Ahmedabad,2024-02-14
100003,Pending,Sip,10000,Gujarat,Bangalore,2024-02-14
100003,Verified,Lumpsum,100000,Gujarat,Chennai,2024-02-14
100002,Pending,Lumpsum,10000,Tamil Nadu,Ahmedabad,2024-02-15
100002,Verified,Sip,500,West Bengal,Chennai,2024-02-15
100005,Not Verified,Sip,5000,Maharashtra,Ahmedabad,2024-02-15
100004,Pending,Sip,1000,Tamil Nadu,Ahmedabad,2024-02-15
100002,Not Verified,Sip,5000,Karnataka,Kolkata,2024-02-15
100004,Pending,Sip,2000,Gujarat,Ahmedabad,2024-02-15
